iter	RMSE
427	0.06451118041
428	0.06443283828
429	0.06436615469
430	0.06432086359
431	0.06430708162
432	0.06426279971
433	0.06417214207
434	0.0640586867
435	0.06397425355
436	0.06388798989
437	0.06377855964
438	0.06361605572
439	0.06350068808
440	0.06335569237
441	0.06327282111
442	0.06315396294
443	0.06306930837
444	0.06299328583
445	0.06287932464
446	0.06279173391
447	0.06271409478
448	0.06270796305
449	0.06262715746
450	0.06259620321
451	0.06252628864
452	0.06239347857
453	0.06227901331
454	0.06220293871
455	0.06209082225
456	0.06200190172
457	0.06194063822
458	0.06185170444
459	0.06176729636
460	0.0616471882
461	0.06158327074
462	0.06151517334
463	0.06150902431
464	0.06145923041
465	0.06136782362
466	0.06130347442
467	0.06119139542
468	0.06111131673
469	0.06102010416
470	0.06098412085
471	0.0609782666
472	0.06089730083
473	0.06083081082
474	0.06075913857
475	0.0606414433
476	0.06051718423
477	0.06040022653
478	0.06035145749
479	0.06026879917
480	0.06022419595
481	0.06011494033
482	0.06006155587
483	0.05999083364
484	0.05990494058
485	0.05983733336
486	0.05978446374
487	0.05977887199
488	0.05969293119
489	0.05961683855
490	0.05956825517
491	0.05948395436
492	0.05943361715
493	0.0593495964
494	0.0593442243
495	0.05929396091
496	0.05922441782
497	0.05915980345
498	0.05910760102
499	0.05903817761
500	0.05898963142
501	0.05893431026
502	0.0588590366
503	0.05881172482
504	0.05871527732
505	0.058696893
506	0.05869203924
507	0.05862737044
508	0.05852025258
509	0.05849226301
510	0.05847214452
511	0.05846690966
512	0.05840058292
513	0.0583035685
514	0.05818326161
515	0.05808861377
516	0.05808275807
517	0.05807771958
518	0.05800915812
519	0.05795321882
520	0.05793409922
521	0.05784694656
522	0.05779210801
523	0.05775119865
524	0.0577023848
525	0.05763260006
526	0.05757362117
527	0.05754490632
528	0.05744721707
529	0.05738029396
530	0.05729495077
531	0.05722943253
532	0.05719417068
533	0.05715474837
534	0.05712449683
535	0.05701784477
536	0.05701367175
537	0.05697296201
538	0.05694309615
539	0.05691402443
540	0.05683241128
541	0.05673999512
542	0.05664209956
543	0.05651586172
544	0.0564441717
545	0.05633465244
546	0.05632031659
547	0.05623071319
548	0.05615048612
549	0.05612577603
550	0.05603692776
551	0.05597104225
552	0.05588210795
553	0.05583004854
554	0.05578583223
555	0.0557437223
556	0.05566660947
557	0.05558444804
558	0.05551461944
559	0.05544155342
560	0.05538447104
561	0.05531185252
562	0.05525428674
563	0.0552042802
564	0.05513515204
565	0.05512287945
566	0.0550029634
567	0.05485146089
568	0.05481171757
569	0.05473360493
570	0.05468085635
571	0.05459867691
572	0.05458671419
573	0.05454567188
574	0.05452077439
575	0.05442806498
576	0.05441515651
577	0.05439107418
578	0.05431871289
579	0.05425325241
580	0.05421362267
581	0.05412985386
582	0.05410855351
583	0.05404504373
584	0.05395973158
585	0.05394039182
586	0.05393641326
587	0.05384747177
588	0.05381561427
589	0.05372921008
590	0.05367508691
591	0.05361171281
592	0.05359630224
593	0.05350079466
594	0.05340001641
595	0.05330125766
596	0.05320641142
597	0.05314283586
598	0.0531311068
599	0.05307077292
600	0.05302770238
601	0.0529438679
602	0.05290641849
603	0.05286855136
604	0.05283514705
605	0.05276999693
606	0.05271872609
607	0.05262253306
608	0.05250127378
609	0.05244946752
610	0.05240123284
611	0.05235411621
612	0.05234836557
613	0.05228859099
614	0.05221768688
615	0.05219764508
616	0.05219307253
617	0.05209900861
618	0.05207427473
619	0.05201236616
620	0.05196402961
621	0.05189552612
622	0.05183437591
623	0.05175342593
624	0.05171051624
625	0.05170488792
626	0.05166145405
627	0.05159855707
628	0.05156580409
629	0.05155842707
630	0.05147205783
631	0.05138316975
632	0.0513681904
633	0.05129673298
634	0.0512764962
635	0.05122196964
636	0.05117854145
637	0.05109902282
638	0.05107804002
639	0.05102568945
640	0.05100171335
641	0.05095321872
642	0.05092686436
643	0.05088259685
644	0.05083730547
645	0.05075075768
646	0.05066843139
647	0.05057669201
648	0.05047014846
649	0.0504478225
650	0.05035930156
651	0.05030474315
652	0.05025508301
653	0.05019101203
654	0.05007620713
655	0.05000554003
656	0.04991241276
657	0.04983790594
658	0.04978654757
659	0.04973128941
660	0.0496610316
661	0.04963446255
662	0.04957420561
663	0.0495164165
664	0.04950056344
665	0.04945117375
666	0.04944678882
667	0.04938305656
668	0.04929676755
669	0.04926391364
670	0.04922943156
671	0.04916338159
672	0.04910126036
673	0.04899118505
674	0.04896424158
675	0.04889343163
676	0.04888808708
677	0.0488224897
678	0.04875773876
679	0.04866760676
680	0.04862436069
681	0.04859128203
682	0.04854515757
683	0.04849002216
684	0.04843931754
685	0.04837333247
686	0.0483064427
687	0.04828166862
688	0.04821962467
689	0.04817553475
690	0.04814250237
691	0.04809608191
692	0.04801688572
693	0.04795145136
694	0.04791206465
695	0.04788857602
696	0.0478080966
697	0.04776890647
698	0.04769916487
699	0.047633364
700	0.04760803409
701	0.04758419832
702	0.04752521488
703	0.04745033688
704	0.04742299813
705	0.04739697137
706	0.04735268526
707	0.04730020497
708	0.04724690819
709	0.04716251205
710	0.04710131517
711	0.04704953558
712	0.04700441684
713	0.04695520467
714	0.04684510844
715	0.04681162441
716	0.0467437815
717	0.04670731943
718	0.04666769952
719	0.04659426825
720	0.04656403573
721	0.04650907467
722	0.04644819403
723	0.04639431015
724	0.04638618796
725	0.04636651657
726	0.04626333828
727	0.04625919496
728	0.04621799603
729	0.04620018229
730	0.04614471022
731	0.0461090705
732	0.04609240787
733	0.04600894959
734	0.04594637246
735	0.04594222918
736	0.04590910262
737	0.04587203064
738	0.04579603936
739	0.04573851571
740	0.04565817561
741	0.0456538487
742	0.04560220867
743	0.04556856069
744	0.04553989294
745	0.04546873231
746	0.04541806907
747	0.04537123971
748	0.04531892248
749	0.04524996354
750	0.04519642487
751	0.04519333057
752	0.04516261967
753	0.045106751
754	0.04508424696
755	0.04508160012
756	0.04500787442
757	0.04496616701
758	0.04490914387
759	0.04483040772
760	0.04480801133
761	0.04479620441
762	0.0447409019
763	0.0446898906
764	0.0446595052
765	0.04464030629
766	0.04459511342
767	0.04456725371
768	0.04454245683
769	0.04449790029
770	0.04448342888
771	0.04442040014
772	0.04437747511
773	0.04433241596
774	0.04428040294
775	0.04424957904
776	0.04421362473
777	0.0441771403
778	0.04416740841
779	0.04413796515
780	0.04413524372
781	0.04406458243
782	0.04402580415
783	0.04396236716
784	0.0438917779
785	0.04388546783
786	0.04383619533
787	0.04383210054
788	0.04375846973
789	0.04374485284
790	0.04370251549
791	0.04367931868
792	0.04361970256
793	0.04359313913
794	0.04353218258
795	0.04352657235
796	0.0434660985
797	0.04343626858
798	0.04343370368
799	0.04336368114
800	0.04331809475
801	0.043281946
802	0.04323053609
803	0.04314666395
804	0.04313069277
805	0.04309286056
806	0.04302447109
807	0.04297638997
808	0.04291965426
809	0.04287051126
810	0.04279306722
811	0.04275882949
812	0.04272807839
813	0.04269150807
814	0.04266284297
815	0.04261454247
816	0.04258118321
817	0.04253485822
818	0.04251865847
819	0.04247066124
820	0.04242861266
821	0.04239215456
822	0.04235473119
823	0.04230241992
824	0.04227304963
825	0.04223712139
826	0.04218709092
827	0.04218371409
828	0.04213640632
829	0.04208098016
830	0.04204547959
831	0.04201115542
832	0.04195572636
833	0.04190651523
834	0.04187825646
835	0.04182890286
836	0.04181366924
837	0.04178274429
838	0.04170840386
839	0.04168606557
840	0.0416574613
841	0.0416546114
842	0.04160043644
843	0.04158809831
844	0.04154983229
845	0.04151834988
846	0.0414617966
847	0.04143975177
848	0.0413728172
849	0.04133087282
850	0.04127886256
851	0.04124254588
852	0.04120533969
853	0.04115836137
854	0.0410835995
855	0.04104091808
856	0.04099841496
857	0.04095316511
858	0.04092141368
859	0.04087033211
860	0.04082171231
861	0.04078480652
862	0.04073989075
863	0.04069957292
864	0.04067687553
865	0.04067365092
866	0.04063393056
867	0.04058230907
868	0.04052822303
869	0.04049599367
870	0.04043893345
871	0.04041567893
872	0.04038734756
873	0.04034613191
874	0.04026512141
875	0.04019553242
876	0.04014802312
877	0.04011484422
878	0.0400773028
879	0.04000612923
880	0.03998690519
881	0.03994048717
882	0.03990147463
883	0.03985175208
884	0.03979568561
885	0.0397402208
886	0.03973785296
887	0.03972121633
888	0.03966151023
889	0.03964110676
890	0.03963165833
891	0.03959470015
892	0.03954519683
893	0.03950822333
894	0.03943208541
895	0.03942999459
896	0.03940809028
897	0.03935890171
898	0.03933206822
899	0.03930192046
900	0.03925390486
901	0.03921368153
902	0.0391591731
903	0.03911606192
904	0.0390772624
905	0.03903057776
906	0.03902187155
907	0.03899631674
908	0.03895712581
909	0.03895550109
910	0.03893290712
911	0.03890563086
912	0.0388819655
913	0.03883058003
914	0.03876476722
915	0.03872868573
916	0.03872006954
917	0.03870199193
918	0.03869137652
919	0.03866001471
920	0.03863891968
921	0.03856304095
922	0.03852731304
923	0.03847527142
924	0.03843033744
925	0.03839276093
926	0.03836359689
927	0.03836057964
928	0.03832679594
929	0.03828977081
930	0.03828800467
931	0.03822292092
932	0.03819678708
933	0.03818619136
934	0.03812023896
935	0.03808939059
936	0.03804937311
937	0.03803249058
938	0.03795421797
939	0.03790638552
940	0.03786784737
941	0.03785051008
942	0.03784463413
943	0.03780623014
944	0.03779631386
945	0.03776030907
946	0.03774398718
947	0.03770724314
948	0.03770240348
949	0.03766602649
950	0.03761578367
951	0.03759593371
952	0.03756218123
953	0.03755799257
954	0.03754101657
955	0.03749609666
956	0.03749303744
957	0.03746193873
958	0.03742479651
959	0.03737520487
960	0.03731401282
961	0.03728381175
962	0.03721451306
963	0.03714530649
964	0.03709995412
965	0.03705212565
966	0.03700554623
967	0.03695729403
968	0.03692239234
969	0.03688326845
970	0.03681539635
971	0.03677360815
972	0.03676150427
973	0.03671700718
974	0.03670469629
975	0.03669968651
976	0.03665717888
977	0.03663105055
978	0.03657948203
979	0.0365696093
980	0.03655068093
981	0.03651034375
982	0.03645491495
983	0.03645286591
984	0.03638243486
985	0.03633601326
986	0.03630237465
987	0.0362749391
988	0.03623915836
989	0.03620575135
990	0.03616931658
991	0.03612089127
992	0.03608724284
993	0.03608545752
994	0.0360844033
995	0.03604921606
996	0.03603151898
997	0.03598325459
998	0.03593533352
999	0.03591490403
